Group,ID,List,Target,ACC,RT,logRT,Critical_Filler,Word_Nonword,Relation_type,Branching
L1,L1_05,E,danufacturer,1,745,6.6134,Filler,Nonword,Unrelated,NA
L1,L1_05,E,unsharpness,0,839,6.7322,Critical,Word,NonConstituent,Left
L1,L1_05,E,vechanize,1,681,6.5236,Filler,Nonword,Phonological,NA
L1,L1_05,E,unholiness,1,1002,6.9098,Critical,Word,NonConstituent,Left
L1,L1_05,E,ungraceful,1,1060,6.9660,Critical,Word,Unrelated,Right
L1,L1_05,E,readjustable,0,924,6.8287,Critical,Word,Constituent,Left
L1,L1_05,E,termination,1,666,6.5013,Filler,Word,Semantic,NA
L1,L1_05,E,unskillful,1,890,6.7912,Critical,Word,Unrelated,Right
L1,L1_05,E,capotalist,1,696,6.5453,Filler,Nonword,Unrelated,NA
L1,L1_05,E,embarrassment,1,616,6.4232,Filler,Word,Semantic,NA
L1,L1_05,E,tublicize,1,988,6.8957,Filler,Nonword,Phonological,NA
L1,L1_05,E,crofessional,1,727,6.5889,Filler,Nonword,Unrelated,NA
L1,L1_05,E,journelist,1,694,6.5425,Filler,Nonword,Unrelated,NA
L1,L1_05,E,difficalty,1,829,6.7202,Filler,Nonword,Unrelated,NA
L1,L1_05,E,unresentful,0,914,6.8178,Critical,Word,Constituent,Right
L1,L1_05,E,literary,1,1621,7.3908,Filler,Word,Phonological,NA
L1,L1_05,E,untruthful,1,687,6.5323,Critical,Word,Unrelated,Right
L1,L1_05,E,unmovable,1,1010,6.9177,Critical,Word,Unrelated,Right
L1,L1_05,E,categerize,1,975,6.8824,Filler,Nonword,Phonological,NA
L1,L1_05,E,megardless,1,806,6.6921,Filler,Nonword,Phonological,NA
L1,L1_05,E,matherhood,1,849,6.7441,Filler,Nonword,Phonological,NA
L1,L1_05,E,unwariness,0,1002,6.9098,Critical,Word,Unrelated,Left
L1,L1_05,E,gepression,1,756,6.6280,Filler,Nonword,Unrelated,NA
L1,L1_05,E,adsurdly,0,1011,6.9187,Filler,Nonword,Unrelated,NA
L1,L1_05,E,unawareness,1,1133,7.0326,Critical,Word,Constituent,Left
L1,L1_05,E,uneventful,1,546,6.3026,Critical,Word,Constituent,Right
L1,L1_05,E,bederalism,1,656,6.4862,Filler,Nonword,Phonological,NA
L1,L1_05,E,unclearness,0,991,6.8987,Critical,Word,NonConstituent,Left
L1,L1_05,E,merformance,1,608,6.4102,Filler,Nonword,Unrelated,NA
L1,L1_05,E,reusable,1,838,6.7310,Critical,Word,Unrelated,Left
L1,L1_05,E,fisterhood,1,815,6.7032,Filler,Nonword,Unrelated,NA
L1,L1_05,E,department,1,597,6.3919,Filler,Word,Phonological,NA
L1,L1_05,E,accentuation,0,678,6.5191,Filler,Word,Semantic,NA
L1,L1_05,E,cegression,1,762,6.6359,Filler,Nonword,Phonological,NA
L1,L1_05,E,tranquallity,0,519,6.2519,Filler,Nonword,Unrelated,NA
L1,L1_05,E,property,1,539,6.2897,Filler,Word,Phonological,NA
L1,L1_05,E,untouchable,1,761,6.6346,Critical,Word,Unrelated,Right
L1,L1_05,E,megulation,1,672,6.5103,Filler,Nonword,Phonological,NA
L1,L1_05,E,shiendship,1,713,6.5695,Filler,Nonword,Phonological,NA
L1,L1_05,E,specificity,1,680,6.5221,Filler,Word,Semantic,NA
L1,L1_05,E,letirement,1,617,6.4249,Filler,Nonword,Unrelated,NA
L1,L1_05,E,reterminism,1,582,6.3665,Filler,Nonword,Phonological,NA
L1,L1_05,E,uncleverness,0,1246,7.1277,Critical,Word,Unrelated,Left
L1,L1_05,E,unreadable,1,1174,7.0682,Critical,Word,Constituent,Right
L1,L1_05,E,tonfinement,1,636,6.4552,Filler,Nonword,Phonological,NA
L1,L1_05,E,bejection,1,619,6.4281,Filler,Nonword,Unrelated,NA
L1,L1_05,E,rehydratable,0,943,6.8491,Critical,Word,NonConstituent,Left
L1,L1_05,E,unhappiness,1,973,6.8804,Critical,Word,Constituent,Left
L1,L1_05,E,veclaration,0,713,6.5695,Filler,Nonword,Unrelated,NA
L1,L1_05,E,nistributor,1,752,6.6227,Filler,Nonword,Unrelated,NA
L1,L1_05,E,unbreakable,1,763,6.6373,Critical,Word,Unrelated,Right
L1,L1_05,E,supplement,1,593,6.3852,Filler,Word,Phonological,NA
L1,L1_05,E,undeniable,1,629,6.4441,Critical,Word,Constituent,Right
L1,L1_05,E,botherhood,1,704,6.5568,Filler,Nonword,Phonological,NA
L1,L1_05,E,reattachable,1,1462,7.2876,Critical,Word,NonConstituent,Left
L1,L1_05,E,tegislature,1,748,6.6174,Filler,Nonword,Unrelated,NA
L1,L1_05,E,ocservatory,1,643,6.4661,Filler,Nonword,Phonological,NA
L1,L1_05,E,feltowship,1,630,6.4457,Filler,Nonword,Phonological,NA
L1,L1_05,E,rumiliation,1,704,6.5568,Filler,Nonword,Unrelated,NA
L1,L1_05,E,iddustrious,1,888,6.7890,Filler,Nonword,Unrelated,NA
L1,L1_05,E,impediment,1,670,6.5073,Filler,Word,Semantic,NA
L1,L1_05,E,hontractor,1,608,6.4102,Filler,Nonword,Phonological,NA
L1,L1_06,F,unbreakable,1,638,6.4583,Critical,Word,Unrelated,Right
L1,L1_06,F,embarrassment,1,549,6.3081,Filler,Word,Semantic,NA
L1,L1_06,F,megulation,0,451,6.1115,Filler,Nonword,Phonological,NA
L1,L1_06,F,electricity,1,560,6.3279,Filler,Word,Phonological,NA
L1,L1_06,F,unreadable,1,592,6.3835,Critical,Word,Constituent,Right
L1,L1_06,F,merformance,1,591,6.3818,Filler,Nonword,Unrelated,NA
L1,L1_06,F,termination,1,541,6.2934,Filler,Word,Semantic,NA
L1,L1_06,F,iddustrious,1,952,6.8586,Filler,Nonword,Unrelated,NA
L1,L1_06,F,university,0,578,6.3596,Filler,Word,Semantic,NA
L1,L1_06,F,acceleration,1,714,6.5709,Filler,Word,Semantic,NA
L1,L1_06,F,lengthwise,0,587,6.3750,Filler,Nonword,Phonological,NA
L1,L1_06,F,unhappiness,1,600,6.3969,Critical,Word,NonConstituent,Left
L1,L1_06,F,readjustable,1,656,6.4862,Critical,Word,NonConstituent,Left
L1,L1_06,F,darenthood,1,769,6.6451,Filler,Nonword,Phonological,NA
L1,L1_06,F,unripeness,0,972,6.8794,Critical,Word,NonConstituent,Left
L1,L1_06,F,recomputable,1,949,6.8554,Critical,Word,NonConstituent,Left
L1,L1_06,F,tublicize,1,696,6.5453,Filler,Nonword,Phonological,NA
L1,L1_06,F,difficalty,1,731,6.5944,Filler,Nonword,Unrelated,NA
L1,L1_06,F,ungraceful,1,708,6.5624,Critical,Word,Unrelated,Right
L1,L1_06,F,unmovable,1,912,6.8156,Critical,Word,Unrelated,Right
L1,L1_06,F,gresidential,1,734,6.5985,Filler,Nonword,Unrelated,NA
L1,L1_06,F,uneventful,1,627,6.4409,Critical,Word,Constituent,Right
L1,L1_06,F,emuivalence,1,636,6.4552,Filler,Nonword,Unrelated,NA
L1,L1_06,F,unclearness,1,518,6.2500,Critical,Word,Unrelated,Left
L1,L1_06,F,resellable,0,620,6.4297,Critical,Word,Unrelated,Left
L1,L1_06,F,rospitalize,1,614,6.4200,Filler,Nonword,Unrelated,NA
L1,L1_06,F,specificity,1,449,6.1070,Filler,Word,Semantic,NA
L1,L1_06,F,hospitality,1,693,6.5410,Filler,Word,Phonological,NA
L1,L1_06,F,undeniable,1,766,6.6412,Critical,Word,Constituent,Right
L1,L1_06,F,reclosable,0,792,6.6746,Critical,Word,Constituent,Left
L1,L1_06,F,original,1,655,6.4846,Filler,Word,Semantic,NA
L1,L1_06,F,veclaration,1,618,6.4265,Filler,Nonword,Unrelated,NA
L1,L1_06,F,pastionless,1,882,6.7822,Filler,Nonword,Unrelated,NA
L1,L1_06,F,unskillful,1,689,6.5352,Critical,Word,Unrelated,Right
L1,L1_06,F,elastecity,1,775,6.6529,Filler,Nonword,Phonological,NA
L1,L1_06,F,unkindness,0,1146,7.0440,Critical,Word,Constituent,Left
L1,L1_06,F,rumiliation,1,796,6.6796,Filler,Nonword,Unrelated,NA
L1,L1_06,F,adsurdly,0,804,6.6896,Filler,Nonword,Unrelated,NA
L1,L1_06,F,shiendship,1,668,6.5043,Filler,Nonword,Phonological,NA
L1,L1_06,F,gepression,1,564,6.3351,Filler,Nonword,Unrelated,NA
L1,L1_06,F,reusable,1,528,6.2691,Critical,Word,Constituent,Left
L1,L1_06,F,journelist,1,675,6.5147,Filler,Nonword,Unrelated,NA
L1,L1_06,F,department,1,591,6.3818,Filler,Word,Phonological,NA
L1,L1_06,F,impediment,1,874,6.7731,Filler,Word,Semantic,NA
L1,L1_06,F,unholiness,1,879,6.7788,Critical,Word,Unrelated,Left
L1,L1_06,F,candidacy,1,569,6.3439,Filler,Word,Phonological,NA
L1,L1_06,F,unawareness,1,508,6.2305,Critical,Word,NonConstituent,Left
L1,L1_06,F,letirement,1,461,6.1334,Filler,Nonword,Unrelated,NA
L1,L1_06,F,bederalism,1,559,6.3261,Filler,Nonword,Phonological,NA
L1,L1_06,F,innovakive,1,615,6.4216,Filler,Nonword,Unrelated,NA
L1,L1_06,F,accentuation,1,1087,6.9912,Filler,Word,Semantic,NA
L1,L1_06,F,feltowship,1,662,6.4953,Filler,Nonword,Phonological,NA
L1,L1_06,F,danufacturer,1,768,6.6438,Filler,Nonword,Unrelated,NA
L1,L1_06,F,hontractor,1,548,6.3063,Filler,Nonword,Phonological,NA
L1,L1_06,F,unwariness,1,708,6.5624,Critical,Word,Constituent,Left
L1,L1_06,F,stewirdship,1,712,6.5681,Filler,Nonword,Unrelated,NA
L1,L1_06,F,banoshment,1,502,6.2186,Filler,Nonword,Phonological,NA
L1,L1_06,F,literary,1,575,6.3544,Filler,Word,Phonological,NA
L1,L1_06,F,crofessional,1,635,6.4536,Filler,Nonword,Unrelated,NA
L1,L1_06,F,intentional,1,501,6.2166,Filler,Word,Semantic,NA
L1,L1_06,F,bejection,1,425,6.0521,Filler,Nonword,Unrelated,NA
L1,L1_06,F,entertainer,1,576,6.3561,Filler,Word,Phonological,NA
L1,L1_06,F,rehydratable,1,872,6.7708,Critical,Word,Unrelated,Left
L1,L1_06,F,unresentful,1,581,6.3648,Critical,Word,Constituent,Right
L1,L1_06,F,mitigation,0,528,6.2691,Filler,Word,Semantic,NA
L1,L1_06,F,unthankful,1,832,6.7238,Critical,Word,Constituent,Right
L1,L1_06,F,untruthful,1,572,6.3491,Critical,Word,Unrelated,Right
L1,L1_06,F,cegression,1,731,6.5944,Filler,Nonword,Phonological,NA
L1,L1_06,F,unsharpness,1,684,6.5280,Critical,Word,Unrelated,Left
L1,L1_06,F,ahvertiser,1,531,6.2748,Filler,Nonword,Phonological,NA
L1,L1_06,F,untouchable,1,702,6.5539,Critical,Word,Unrelated,Right
L1,L1_06,F,fisterhood,1,728,6.5903,Filler,Nonword,Unrelated,NA
L1,L1_06,F,supplement,1,582,6.3665,Filler,Word,Phonological,NA
L1,L1_06,F,tranquallity,0,595,6.3886,Filler,Nonword,Unrelated,NA
L1,L1_06,F,property,1,613,6.4184,Filler,Word,Phonological,NA
L1,L1_06,F,uncleverness,0,1010,6.9177,Critical,Word,Constituent,Left
L1,L1_06,F,categerize,0,605,6.4052,Filler,Nonword,Phonological,NA
L1,L1_06,F,reterminism,1,805,6.6908,Filler,Nonword,Phonological,NA
L1,L1_06,F,studious,0,904,6.8068,Filler,Word,Phonological,NA
L1,L1_06,F,capotalist,1,756,6.6280,Filler,Nonword,Unrelated,NA
L1,L1_06,F,fersistent,1,860,6.7569,Filler,Nonword,Phonological,NA
L1,L1_06,F,matherhood,1,850,6.7452,Filler,Nonword,Phonological,NA
L1,L1_06,F,pevelopment,1,696,6.5453,Filler,Nonword,Phonological,NA
L1,L1_06,F,haturalism,1,596,6.3902,Filler,Nonword,Unrelated,NA
L1,L1_06,F,ocservatory,1,510,6.2344,Filler,Nonword,Phonological,NA
L1,L1_06,F,rationalist,1,737,6.6026,Filler,Word,Phonological,NA
L1,L1_06,F,reattachable,1,664,6.4983,Critical,Word,Unrelated,Left
L1,L1_06,F,nistributor,1,513,6.2403,Filler,Nonword,Unrelated,NA
L1,L1_06,F,teasurement,1,645,6.4693,Filler,Nonword,Phonological,NA
L1,L1_06,F,botherhood,1,760,6.6333,Filler,Nonword,Phonological,NA
L1,L1_06,F,vechanize,1,527,6.2672,Filler,Nonword,Phonological,NA
L1,L1_06,F,reobtainable,1,636,6.4552,Critical,Word,Constituent,Left
L1,L1_06,F,tonfinement,1,523,6.2596,Filler,Nonword,Phonological,NA
L1,L1_06,F,tegislature,1,551,6.3117,Filler,Nonword,Unrelated,NA
L1,L1_06,F,bictimize,1,508,6.2305,Filler,Nonword,Phonological,NA
L1,L1_06,F,unavoidable,1,566,6.3386,Critical,Word,Constituent,Right
L1,L1_06,F,frosperous,1,538,6.2879,Filler,Nonword,Phonological,NA
L1,L1_06,F,megardless,1,522,6.2577,Filler,Nonword,Phonological,NA
L1,L1_06,F,resealable,1,886,6.7867,Critical,Word,NonConstituent,Left
L1,L1_06,F,gategorical,1,533,6.2785,Filler,Nonword,Unrelated,NA
L1,L1_07,A,reattachable,1,659,6.4907,Critical,Word,Constituent,Left
L1,L1_07,A,unclearness,1,828,6.7190,Critical,Word,Constituent,Left
L1,L1_07,A,hospitality,1,782,6.6619,Filler,Word,Phonological,NA
L1,L1_07,A,department,1,875,6.7742,Filler,Word,Phonological,NA
L1,L1_07,A,megardless,0,936,6.8416,Filler,Nonword,Phonological,NA
L1,L1_07,A,gresidential,1,710,6.5653,Filler,Nonword,Unrelated,NA
L1,L1_07,A,elastecity,0,751,6.6214,Filler,Nonword,Phonological,NA
L1,L1_07,A,studious,1,883,6.7833,Filler,Word,Phonological,NA
L1,L1_07,A,gepression,1,764,6.6386,Filler,Nonword,Unrelated,NA
L1,L1_07,A,mitigation,1,941,6.8469,Filler,Word,Semantic,NA
L1,L1_07,A,termination,1,669,6.5058,Filler,Word,Semantic,NA
L1,L1_07,A,reusable,1,663,6.4968,Critical,Word,NonConstituent,Left
L1,L1_07,A,bictimize,1,581,6.3648,Filler,Nonword,Phonological,NA
L1,L1_07,A,untruthful,1,576,6.3561,Critical,Word,Constituent,Right
L1,L1_07,A,acceleration,1,667,6.5028,Filler,Word,Semantic,NA
L1,L1_07,A,property,1,772,6.6490,Filler,Word,Phonological,NA
L1,L1_07,A,banoshment,1,651,6.4785,Filler,Nonword,Phonological,NA
L1,L1_07,A,matherhood,1,734,6.5985,Filler,Nonword,Phonological,NA
L1,L1_07,A,ungraceful,1,1044,6.9508,Critical,Word,Constituent,Right
L1,L1_07,A,difficalty,1,693,6.5410,Filler,Nonword,Unrelated,NA
L1,L1_07,A,untouchable,1,645,6.4693,Critical,Word,Constituent,Right
L1,L1_07,A,undeniable,0,699,6.5497,Critical,Word,Unrelated,Right
L1,L1_07,A,frosperous,1,761,6.6346,Filler,Nonword,Phonological,NA
L1,L1_07,A,ocservatory,1,777,6.6554,Filler,Nonword,Phonological,NA
L1,L1_07,A,accentuation,1,1098,7.0012,Filler,Word,Semantic,NA
L1,L1_07,A,categerize,0,649,6.4754,Filler,Nonword,Phonological,NA
L1,L1_07,A,resealable,1,947,6.8533,Critical,Word,Unrelated,Left
L1,L1_07,A,electricity,1,624,6.4362,Filler,Word,Phonological,NA
L1,L1_07,A,reterminism,1,713,6.5695,Filler,Nonword,Phonological,NA
L1,L1_07,A,embarrassment,1,844,6.7382,Filler,Word,Semantic,NA
L1,L1_07,A,veclaration,1,834,6.7262,Filler,Nonword,Unrelated,NA
L1,L1_07,A,innovakive,1,841,6.7346,Filler,Nonword,Unrelated,NA
L1,L1_07,A,unhappiness,1,779,6.6580,Critical,Word,Unrelated,Left
L1,L1_07,A,supplement,1,646,6.4708,Filler,Word,Phonological,NA
L1,L1_07,A,unresentful,1,700,6.5511,Critical,Word,Unrelated,Right
L1,L1_07,A,unskillful,1,1199,7.0892,Critical,Word,Constituent,Right
L1,L1_07,A,tublicize,1,614,6.4200,Filler,Nonword,Phonological,NA
L1,L1_07,A,intentional,1,689,6.5352,Filler,Word,Semantic,NA
L1,L1_07,A,unsharpness,1,773,6.6503,Critical,Word,Constituent,Left
L1,L1_07,A,specificity,1,733,6.5971,Filler,Word,Semantic,NA
L1,L1_07,A,pastionless,1,1089,6.9930,Filler,Nonword,Unrelated,NA
L1,L1_07,A,unavoidable,1,881,6.7811,Critical,Word,Unrelated,Right
L1,L1_07,A,iddustrious,1,621,6.4313,Filler,Nonword,Unrelated,NA
L1,L1_07,A,tegislature,1,855,6.7511,Filler,Nonword,Unrelated,NA
L1,L1_07,A,uneventful,1,749,6.6187,Critical,Word,Unrelated,Right
L1,L1_07,A,capotalist,1,705,6.5582,Filler,Nonword,Unrelated,NA
L1,L1_07,A,haturalism,1,789,6.6708,Filler,Nonword,Unrelated,NA
L1,L1_07,A,shiendship,1,751,6.6214,Filler,Nonword,Phonological,NA
L1,L1_07,A,unthankful,1,694,6.5425,Critical,Word,Unrelated,Right
L1,L1_07,A,lengthwise,0,872,6.7708,Filler,Nonword,Phonological,NA
L1,L1_07,A,reclosable,0,535,6.2823,Critical,Word,NonConstituent,Left
L1,L1_07,A,literary,1,670,6.5073,Filler,Word,Phonological,NA
L1,L1_07,A,teasurement,1,796,6.6796,Filler,Nonword,Phonological,NA
L1,L1_07,A,readjustable,1,744,6.6120,Critical,Word,Unrelated,Left
L1,L1_07,A,darenthood,1,626,6.4394,Filler,Nonword,Phonological,NA
L1,L1_07,A,unbreakable,1,561,6.3297,Critical,Word,Constituent,Right
L1,L1_07,A,tonfinement,1,737,6.6026,Filler,Nonword,Phonological,NA
L1,L1_07,A,entertainer,1,786,6.6670,Filler,Word,Phonological,NA
L1,L1_07,A,adsurdly,1,697,6.5468,Filler,Nonword,Unrelated,NA
L1,L1_07,A,emuivalence,1,896,6.7979,Filler,Nonword,Unrelated,NA
L1,L1_07,A,candidacy,0,1045,6.9518,Filler,Word,Phonological,NA
L1,L1_07,A,unawareness,1,669,6.5058,Critical,Word,Unrelated,Left
L1,L1_07,A,uncleverness,1,677,6.5177,Critical,Word,NonConstituent,Left
L1,L1_07,A,vechanize,0,897,6.7991,Filler,Nonword,Phonological,NA
L1,L1_07,A,unholiness,1,696,6.5453,Critical,Word,Constituent,Left
L1,L1_07,A,rationalist,1,641,6.4630,Filler,Word,Phonological,NA
L1,L1_07,A,stewirdship,1,700,6.5511,Filler,Nonword,Unrelated,NA
L1,L1_07,A,merformance,1,790,6.6720,Filler,Nonword,Unrelated,NA
L1,L1_07,A,original,1,620,6.4297,Filler,Word,Semantic,NA
L1,L1_07,A,rospitalize,1,709,6.5639,Filler,Nonword,Unrelated,NA
L1,L1_07,A,unripeness,1,1098,7.0012,Critical,Word,Unrelated,Left
L1,L1_07,A,danufacturer,1,727,6.5889,Filler,Nonword,Unrelated,NA
L1,L1_07,A,university,1,685,6.5294,Filler,Word,Semantic,NA
L1,L1_07,A,unkindness,1,637,6.4568,Critical,Word,NonConstituent,Left
L1,L1_07,A,resellable,1,758,6.6307,Critical,Word,Constituent,Left
L1,L1_07,A,rumiliation,1,683,6.5265,Filler,Nonword,Unrelated,NA
L1,L1_07,A,ahvertiser,1,705,6.5582,Filler,Nonword,Phonological,NA
L1,L1_07,A,tranquallity,0,905,6.8079,Filler,Nonword,Unrelated,NA
L1,L1_07,A,megulation,1,707,6.5610,Filler,Nonword,Phonological,NA
L1,L1_07,A,letirement,1,701,6.5525,Filler,Nonword,Unrelated,NA
L1,L1_07,A,gategorical,1,838,6.7310,Filler,Nonword,Unrelated,NA
L1,L1_07,A,reobtainable,1,977,6.8845,Critical,Word,NonConstituent,Left
L1,L1_07,A,unreadable,1,705,6.5582,Critical,Word,Unrelated,Right
L1,L1_07,A,bederalism,1,760,6.6333,Filler,Nonword,Phonological,NA
L1,L1_07,A,nistributor,1,675,6.5147,Filler,Nonword,Unrelated,NA
L1,L1_07,A,botherhood,1,900,6.8024,Filler,Nonword,Phonological,NA
L1,L1_07,A,unwariness,1,829,6.7202,Critical,Word,NonConstituent,Left
L1,L1_07,A,hontractor,1,637,6.4568,Filler,Nonword,Phonological,NA
L1,L1_07,A,crofessional,1,746,6.6147,Filler,Nonword,Unrelated,NA
L1,L1_07,A,journelist,1,801,6.6859,Filler,Nonword,Unrelated,NA
L1,L1_07,A,feltowship,1,756,6.6280,Filler,Nonword,Phonological,NA
L1,L1_07,A,pevelopment,1,925,6.8298,Filler,Nonword,Phonological,NA
L1,L1_07,A,rehydratable,1,1157,7.0536,Critical,Word,Constituent,Left
L1,L1_07,A,cegression,1,609,6.4118,Filler,Nonword,Phonological,NA
L1,L1_07,A,fersistent,1,590,6.3801,Filler,Nonword,Phonological,NA
L1,L1_07,A,fisterhood,1,624,6.4362,Filler,Nonword,Unrelated,NA
L1,L1_07,A,impediment,0,809,6.6958,Filler,Word,Semantic,NA
L1,L1_07,A,unmovable,1,603,6.4019,Critical,Word,Constituent,Right
L1,L1_07,A,recomputable,1,832,6.7238,Critical,Word,Unrelated,Left
L1,L1_07,A,bejection,1,660,6.4922,Filler,Nonword,Unrelated,NA
L1,L1_08,B,elastecity,0,727,6.5889,Filler,Nonword,Phonological,NA
L1,L1_08,B,unawareness,1,673,6.5117,Critical,Word,Constituent,Left
L1,L1_08,B,shiendship,0,589,6.3784,Filler,Nonword,Phonological,NA
L1,L1_08,B,intentional,1,620,6.4297,Filler,Word,Semantic,NA
L1,L1_08,B,vechanize,1,906,6.8090,Filler,Nonword,Phonological,NA
L1,L1_08,B,unmovable,1,731,6.5944,Critical,Word,Constituent,Right
L1,L1_08,B,original,1,661,6.4938,Filler,Word,Semantic,NA
L1,L1_08,B,resellable,0,672,6.5103,Critical,Word,NonConstituent,Left
L1,L1_08,B,reusable,1,743,6.6107,Critical,Word,Unrelated,Left
L1,L1_08,B,tranquallity,1,652,6.4800,Filler,Nonword,Unrelated,NA
L1,L1_08,B,unsharpness,1,1004,6.9117,Critical,Word,NonConstituent,Left
L1,L1_08,B,uneventful,1,560,6.3279,Critical,Word,Unrelated,Right
L1,L1_08,B,haturalism,1,690,6.5367,Filler,Nonword,Unrelated,NA
L1,L1_08,B,termination,1,754,6.6254,Filler,Word,Semantic,NA
L1,L1_08,B,untruthful,1,727,6.5889,Critical,Word,Constituent,Right
L1,L1_08,B,unthankful,1,974,6.8814,Critical,Word,Unrelated,Right
L1,L1_08,B,veclaration,1,587,6.3750,Filler,Nonword,Unrelated,NA
L1,L1_08,B,megardless,1,762,6.6359,Filler,Nonword,Phonological,NA
L1,L1_08,B,bederalism,1,867,6.7650,Filler,Nonword,Phonological,NA
L1,L1_08,B,department,1,818,6.7069,Filler,Word,Phonological,NA
L1,L1_08,B,property,0,1147,7.0449,Filler,Word,Phonological,NA
L1,L1_08,B,acceleration,1,847,6.7417,Filler,Word,Semantic,NA
L1,L1_08,B,electricity,1,609,6.4118,Filler,Word,Phonological,NA
L1,L1_08,B,readjustable,1,731,6.5944,Critical,Word,Constituent,Left
L1,L1_08,B,unholiness,1,1212,7.1000,Critical,Word,NonConstituent,Left
L1,L1_08,B,ahvertiser,1,865,6.7627,Filler,Nonword,Phonological,NA
L1,L1_08,B,unresentful,1,728,6.5903,Critical,Word,Unrelated,Right
L1,L1_08,B,unavoidable,1,1002,6.9098,Critical,Word,Unrelated,Right
L1,L1_08,B,untouchable,1,749,6.6187,Critical,Word,Constituent,Right
L1,L1_08,B,tonfinement,1,694,6.5425,Filler,Nonword,Phonological,NA
L1,L1_08,B,rehydratable,1,922,6.8265,Critical,Word,NonConstituent,Left
L1,L1_08,B,literary,1,892,6.7935,Filler,Word,Phonological,NA
L1,L1_08,B,reobtainable,1,1022,6.9295,Critical,Word,Unrelated,Left
L1,L1_08,B,ocservatory,1,711,6.5667,Filler,Nonword,Phonological,NA
L1,L1_08,B,botherhood,0,886,6.7867,Filler,Nonword,Phonological,NA
L1,L1_08,B,unskillful,1,668,6.5043,Critical,Word,Constituent,Right
L1,L1_08,B,rationalist,1,1129,7.0291,Filler,Word,Phonological,NA
L1,L1_08,B,unhappiness,1,672,6.5103,Critical,Word,Constituent,Left
L1,L1_08,B,rospitalize,1,694,6.5425,Filler,Nonword,Unrelated,NA
L1,L1_08,B,university,0,1372,7.2240,Filler,Word,Semantic,NA
L1,L1_08,B,feltowship,1,1014,6.9217,Filler,Nonword,Phonological,NA
L1,L1_08,B,gresidential,1,1168,7.0630,Filler,Nonword,Unrelated,NA
L1,L1_08,B,gepression,1,871,6.7696,Filler,Nonword,Unrelated,NA
L1,L1_08,B,categerize,0,1365,7.2189,Filler,Nonword,Phonological,NA
L1,L1_08,B,crofessional,1,817,6.7056,Filler,Nonword,Unrelated,NA
L1,L1_08,B,unkindness,1,618,6.4265,Critical,Word,Unrelated,Left
L1,L1_08,B,megulation,1,776,6.6542,Filler,Nonword,Phonological,NA
L1,L1_08,B,hospitality,1,676,6.5162,Filler,Word,Phonological,NA
L1,L1_08,B,journelist,1,841,6.7346,Filler,Nonword,Unrelated,NA
L1,L1_08,B,bictimize,1,814,6.7020,Filler,Nonword,Phonological,NA
L1,L1_08,B,darenthood,1,787,6.6682,Filler,Nonword,Phonological,NA
L1,L1_08,B,nistributor,1,710,6.5653,Filler,Nonword,Unrelated,NA
L1,L1_08,B,embarrassment,1,681,6.5236,Filler,Word,Semantic,NA
L1,L1_08,B,uncleverness,1,1014,6.9217,Critical,Word,Unrelated,Left
L1,L1_08,B,hontractor,1,659,6.4907,Filler,Nonword,Phonological,NA
L1,L1_08,B,mitigation,0,775,6.6529,Filler,Word,Semantic,NA
L1,L1_08,B,studious,0,706,6.5596,Filler,Word,Phonological,NA
L1,L1_08,B,entertainer,1,692,6.5396,Filler,Word,Phonological,NA
L1,L1_08,B,unripeness,1,876,6.7754,Critical,Word,Constituent,Left
L1,L1_08,B,merformance,1,762,6.6359,Filler,Nonword,Unrelated,NA
L1,L1_08,B,danufacturer,1,818,6.7069,Filler,Nonword,Unrelated,NA
L1,L1_08,B,emuivalence,1,1057,6.9632,Filler,Nonword,Unrelated,NA
L1,L1_08,B,cegression,1,705,6.5582,Filler,Nonword,Phonological,NA
L1,L1_08,B,fersistent,1,635,6.4536,Filler,Nonword,Phonological,NA
L1,L1_08,B,iddustrious,1,832,6.7238,Filler,Nonword,Unrelated,NA
L1,L1_08,B,unwariness,0,996,6.9037,Critical,Word,Unrelated,Left
L1,L1_08,B,undeniable,0,667,6.5028,Critical,Word,Unrelated,Right
L1,L1_08,B,specificity,0,1344,7.2034,Filler,Word,Semantic,NA
L1,L1_08,B,stewirdship,1,762,6.6359,Filler,Nonword,Unrelated,NA
L1,L1_08,B,reclosable,0,990,6.8977,Critical,Word,Unrelated,Left
L1,L1_08,B,pevelopment,1,712,6.5681,Filler,Nonword,Phonological,NA
L1,L1_08,B,difficalty,1,745,6.6134,Filler,Nonword,Unrelated,NA
L1,L1_08,B,supplement,1,712,6.5681,Filler,Word,Phonological,NA
L1,L1_08,B,candidacy,0,1070,6.9754,Filler,Word,Phonological,NA
L1,L1_08,B,innovakive,1,692,6.5396,Filler,Nonword,Unrelated,NA
L1,L1_08,B,capotalist,1,747,6.6161,Filler,Nonword,Unrelated,NA
L1,L1_08,B,matherhood,1,795,6.6783,Filler,Nonword,Phonological,NA
L1,L1_08,B,teasurement,1,578,6.3596,Filler,Nonword,Phonological,NA
L1,L1_08,B,letirement,1,532,6.2766,Filler,Nonword,Unrelated,NA
L1,L1_08,B,rumiliation,1,496,6.2066,Filler,Nonword,Unrelated,NA
L1,L1_08,B,gategorical,1,481,6.1759,Filler,Nonword,Unrelated,NA
L1,L1_08,B,unreadable,1,709,6.5639,Critical,Word,Unrelated,Right
